price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
1400000.0,1.0,53385,32767,6622290977,2,1,False,2023-10-25 22:26:48.000,90,60003760,10000002,30000142,0,
2500000.0,1.0,53385,32767,6620765549,1,1,False,2023-10-23 20:10:04.000,90,60003760,10000002,30000142,0,
3497000.0,1.0,53385,32767,6620513572,1,1,False,2023-10-23 14:15:05.000,90,60003760,10000002,30000142,0,
3500000.0,2.0,53385,32767,6609716631,2,1,False,2023-10-09 16:50:03.000,90,60003760,10000002,30000142,0,
3900000.0,1.0,53385,32767,6609209353,1,1,False,2023-10-08 22:49:38.000,90,60003760,10000002,30000142,0,
4000000.0,1.0,53385,32767,6609002047,2,1,False,2023-10-08 18:06:53.000,90,60003760,10000002,30000142,0,
4410000.0,10.0,53385,32767,6608386843,10,1,False,2023-10-08 01:55:10.000,90,60003760,10000002,30000142,0,
4421000.0,2.0,53385,32767,6597491903,2,1,False,2023-10-07 17:56:41.000,90,60003760,10000002,30000142,0,
4422000.0,5.0,53385,32767,6607984414,5,1,False,2023-10-07 15:53:12.000,90,60003760,10000002,30000142,0,
4999000.0,1.0,53385,32767,6606409366,1,1,False,2023-10-05 17:22:56.000,90,60003760,10000002,30000142,0,
6798000.0,1.0,53385,32767,6604934078,1,1,False,2023-10-03 13:55:57.000,90,60003760,10000002,30000142,0,
6800000.0,1.0,53385,32767,6603560943,1,1,False,2023-10-01 14:59:55.000,90,60003760,10000002,30000142,0,
6890000.0,3.0,53385,32767,6603473707,3,1,False,2023-10-01 13:01:25.000,90,60003760,10000002,30000142,0,
9301000.0,1.0,53385,32767,6602461142,1,1,False,2023-09-30 06:07:18.000,90,60003760,10000002,30000142,0,
9496000.0,1.0,53385,32767,6600648728,1,1,False,2023-09-29 12:51:31.000,90,60003760,10000002,30000142,0,
9500000.0,1.0,53385,32767,6601659250,1,1,False,2023-09-29 00:02:09.000,90,60003760,10000002,30000142,0,
9697000.0,1.0,53385,32767,6601526807,1,1,False,2023-09-28 19:33:35.000,90,60003760,10000002,30000142,0,
11340000.0,2.0,53385,32767,6599335592,2,1,False,2023-09-28 07:52:51.000,90,60003760,10000002,30000142,0,
11400000.0,1.0,53385,32767,6600671729,1,1,False,2023-09-27 12:28:21.000,90,60003760,10000002,30000142,0,
14010.0,25.0,53385,-1,6652253537,60,1,True,2023-12-22 19:35:32.000,90,60003760,10000002,30000142,0,
12420.0,5.0,53385,1,6671362580,5,1,True,2023-12-23 19:19:09.000,90,60003760,10000002,30000142,0,
12200.0,31.0,53385,-1,6555266027,32,1,True,2023-12-14 19:06:54.000,90,60003760,10000002,30000142,0,
11140.0,38.0,53385,1,6631828578,50,1,True,2023-11-29 09:17:07.000,90,60003760,10000002,30000142,0,
11130.0,94.0,53385,-1,6575645539,100,1,True,2023-11-08 11:25:23.000,90,60003760,10000002,30000142,0,
11060.0,3.0,53385,1,6580067091,50,1,True,2023-11-04 04:58:33.000,90,60003760,10000002,30000142,0,
1075.0,1.0,53385,1,6620665364,1,1,True,2023-10-30 23:53:08.000,90,60003760,10000002,30000142,0,
1058.0,21.0,53385,1,6612251550,25,1,True,2023-10-26 12:05:52.000,90,60003760,10000002,30000142,0,
1040.0,169.0,53385,1,6597936112,200,1,True,2023-10-23 22:44:59.000,90,60003760,10000002,30000142,0,
0.01,100000.0,53385,32767,6648328383,100000,1,True,2023-11-25 11:55:57.000,90,60015169,10000002,30000142,0,
